,trip_id,scheduled_departure,transport_type,origin_station,destination_station,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,peak_hour
1509,T01509,2023-01-16 22:15:00,Metro,Station_18,Station_47,22,Fog,-0.9,68.0,25.0,5.765080487446144,Festival,0
1510,T01510,2023-01-16 22:30:00,Tram,Station_13,Station_42,-1,Fog,7.1,82.0,31.0,5.295103086848414,No Event,0
1511,T01511,2023-01-16 22:45:00,Tram,Station_16,Station_12,22,Storm,20.4,57.0,65.0,23.1,Festival,0
1512,T01512,2023-01-16 23:00:00,Bus,Station_9,Station_16,34,Storm,-10.3,44.0,61.0,40.1,No Event,0
1513,T01513,2023-01-16 23:15:00,Bus,Station_12,Station_41,-3,Rain,2.7,89.0,58.0,22.2,No Event,0
1514,T01514,2023-01-16 23:30:00,Metro,Station_44,Station_32,23,Storm,8.0,89.0,81.0,,Protest,0
1515,T01515,2023-01-16 23:45:00,Train,Station_38,Station_15,4,Storm,11.4,35.0,79.0,30.6,No Event,0
1516,T01516,2023-01-17 00:00:00,Tram,Station_19,Station_27,5,Clear,2.3,81.0,23.0,-0.31840597224262246,Sports,0
1517,T01517,2023-01-17 00:15:00,Tram,Station_7,Station_28,13,Clear,33.6,41.0,30.0,1.4595045382150025,No Event,0
1518,T01518,2023-01-17 00:30:00,Metro,Station_35,Station_17,1,Cloudy,15.2,48.0,39.0,1.5579934699054947,Sports,0
1519,T01519,2023-01-17 00:45:00,Bus,Station_48,Station_46,4,Rain,10.9,31.0,11.0,18.4,Festival,0
1520,T01520,2023-01-17 01:00:00,Train,Station_18,Station_50,-4,Clear,-4.6,84.0,57.0,1.1351093742585863,Parade,0
1521,T01521,2023-01-17 01:15:00,Bus,Station_16,Station_2,30,Rain,7.4,44.0,56.0,12.9,No Event,0
1522,T01522,2023-01-17 01:30:00,Bus,Station_39,Station_36,5,Rain,23.5,,35.0,22.9,No Event,0
1523,T01523,2023-01-17 01:45:00,Bus,Station_4,Station_50,24,Fog,3.8,98.0,9.0,6.208251139196981,Parade,0
1524,T01524,2023-01-17 02:00:00,Bus,Station_25,Station_7,5,Snow,-2.0,39.0,5.0,26.6,Festival,0
1525,T01525,2023-01-17 02:15:00,Tram,Station_32,Station_13,8,Snow,-15.2,68.0,6.0,29.3,No Event,0
1526,T01526,2023-01-17 02:30:00,Tram,Station_40,Station_15,25,Snow,22.1,41.0,52.0,23.7,No Event,0
1527,T01527,2023-01-17 02:45:00,Bus,Station_13,Station_25,18,Rain,-6.3,53.0,30.0,15.0,No Event,0
1528,T01528,2023-01-17 03:00:00,Train,Station_45,Station_23,15,Fog,30.9,59.0,26.0,1.0590268474782905,Parade,0
1529,T01529,2023-01-17 03:15:00,Metro,Station_17,Station_22,6,Cloudy,5.5,96.0,7.0,,No Event,0
1530,T01530,2023-01-17 03:30:00,Train,Station_49,Station_26,4,Cloudy,15.5,,2.0,6.45693689599147,No Event,0
1531,T01531,2023-01-17 03:45:00,Train,Station_37,Station_33,5,Snow,14.2,84.0,39.0,13.8,Concert,0
1532,T01532,2023-01-17 04:00:00,Train,Station_6,Station_11,14,Cloudy,-3.4,32.0,46.0,0.601214760469927,Festival,0
1533,T01533,2023-01-17 04:15:00,Bus,Station_19,Station_10,15,Fog,12.8,34.0,20.0,0.49494786474925556,Protest,0
1534,T01534,2023-01-17 04:30:00,Tram,Station_13,Station_25,15,Snow,-2.0,53.0,,21.8,No Event,0
1535,T01535,2023-01-17 04:45:00,Train,Station_26,Station_37,-12,Fog,-2.7,40.0,44.0,1.9739550049986143,No Event,0
1536,T01536,2023-01-17 05:00:00,Bus,Station_14,Station_48,19,Cloudy,26.3,44.0,53.0,-0.11632797841520848,Parade,0
1537,T01537,2023-01-17 05:15:00,Train,Station_31,Station_43,20,Snow,-14.2,71.0,49.0,26.1,Sports,0
1538,T01538,2023-01-17 05:30:00,Train,Station_4,Station_38,4,Fog,21.1,75.0,14.0,1.494683829995602,Concert,0
1539,T01539,2023-01-17 05:45:00,Bus,Station_39,Station_41,8,Storm,-0.40000000000000036,57.0,,,Sports,0
1540,T01540,2023-01-17 06:00:00,Tram,Station_8,Station_45,-5,Storm,-5.3,36.0,47.0,36.3,No Event,0
1541,T01541,2023-01-17 06:15:00,Tram,Station_25,Station_24,-9,Fog,21.7,,24.0,2.7578994297389814,Sports,0
1542,T01542,2023-01-17 06:30:00,Metro,Station_13,Station_40,-12,Fog,18.0,87.0,2.0,-1.6741506525528491,No Event,0
1543,T01543,2023-01-17 06:45:00,Bus,Station_32,Station_46,-4,Clear,7.6,97.0,29.0,2.590647471466893,No Event,0
1544,T01544,2023-01-17 07:00:00,Metro,Station_38,Station_33,5,Clear,15.5,84.0,57.0,-4.877568715831608,Festival,0
1545,T01545,2023-01-17 07:15:00,Metro,Station_38,Station_17,16,Rain,-0.20000000000000018,96.0,13.0,11.1,No Event,0
1546,T01546,2023-01-17 07:30:00,Metro,Station_28,Station_24,-6,Snow,16.5,72.0,51.0,22.3,No Event,0
1547,T01547,2023-01-17 07:45:00,Tram,Station_30,Station_37,4,Rain,0.5999999999999996,80.0,3.0,27.0,No Event,0
1548,T01548,2023-01-17 08:00:00,Bus,Station_3,Station_2,19,Rain,,88.0,35.0,30.1,No Event,1
1549,T01549,2023-01-17 08:15:00,Metro,Station_28,Station_32,17,Cloudy,22.1,35.0,2.0,1.9990934850318172,Protest,1
1550,T01550,2023-01-17 08:30:00,Bus,Station_3,Station_24,7,Storm,-9.3,80.0,25.0,19.6,Concert,1
1551,T01551,2023-01-17 08:45:00,Bus,Station_45,Station_9,34,Cloudy,0.7000000000000002,67.0,24.0,6.9955080804901915,No Event,1
1552,T01552,2023-01-17 09:00:00,Tram,Station_34,Station_4,13,Snow,-1.0,36.0,30.0,27.4,No Event,0
1553,T01553,2023-01-17 09:15:00,Metro,Station_16,Station_17,9,Fog,30.3,81.0,10.0,3.9155756163121347,No Event,0
1554,T01554,2023-01-17 09:30:00,Metro,Station_22,Station_17,18,Clear,33.0,49.0,7.0,3.736579643649366,No Event,0
1555,T01555,2023-01-17 09:45:00,Bus,Station_32,Station_50,8,Snow,11.7,35.0,25.0,24.2,Sports,0
1556,T01556,2023-01-17 10:00:00,Train,Station_38,Station_48,17,Fog,14.7,55.0,1.0,-3.420312463553147,No Event,0
1557,T01557,2023-01-17 10:15:00,Tram,Station_8,Station_30,12,Snow,11.600000000000001,72.0,27.0,12.4,Sports,0
1558,T01558,2023-01-17 10:30:00,Tram,Station_8,Station_40,18,Fog,11.6,43.0,47.0,-0.6874248084566048,No Event,0
1559,T01559,2023-01-17 10:45:00,Tram,Station_6,Station_11,2,Clear,7.0,88.0,56.0,0.10865785527006988,No Event,0
1560,T01560,2023-01-17 11:00:00,Tram,Station_14,Station_21,4,Fog,33.0,41.0,59.0,2.180530243508041,No Event,0
1561,T01561,2023-01-17 11:15:00,Metro,Station_32,Station_21,14,Rain,-6.4,52.0,9.0,8.3,No Event,0
1562,T01562,2023-01-17 11:30:00,Metro,Station_35,Station_18,16,Snow,-3.0999999999999996,64.0,49.0,9.1,Festival,0
1563,T01563,2023-01-17 11:45:00,Train,Station_10,Station_29,-6,Clear,31.0,38.0,38.0,2.6851771248796488,No Event,0
1564,T01564,2023-01-17 12:00:00,Tram,Station_3,Station_24,18,Fog,23.9,54.0,36.0,2.459570206849544,No Event,0
1565,T01565,2023-01-17 12:15:00,Tram,Station_12,Station_10,-8,Rain,-8.8,46.0,38.0,16.8,Festival,0
1566,T01566,2023-01-17 12:30:00,Bus,Station_49,Station_45,15,Rain,-8.1,71.0,20.0,29.9,Concert,0
1567,T01567,2023-01-17 12:45:00,Metro,Station_31,Station_17,7,Storm,6.699999999999999,58.0,51.0,31.2,No Event,0
1568,T01568,2023-01-17 13:00:00,Tram,Station_29,Station_18,8,Rain,7.4,89.0,37.0,5.5,Parade,0
1569,T01569,2023-01-17 13:15:00,Train,Station_5,Station_42,-13,Cloudy,8.7,96.0,55.0,6.2992667587548405,No Event,0
1570,T01570,2023-01-17 13:30:00,Train,Station_25,Station_48,16,Clear,7.1,86.0,32.0,1.7427068029649138,Sports,0
1571,T01571,2023-01-17 13:45:00,Metro,Station_41,Station_20,-10,Clear,34.5,43.0,10.0,1.2666866259140221,No Event,0
1572,T01572,2023-01-17 14:00:00,Train,Station_31,Station_37,19,Clear,5.9,68.0,,3.951491884302145,Concert,0
1573,T01573,2023-01-17 14:15:00,Train,Station_21,Station_45,3,Fog,14.6,45.0,43.0,2.1909635607305966,No Event,0
1574,T01574,2023-01-17 14:30:00,Metro,Station_20,Station_18,19,Snow,0.1999999999999993,42.0,0.0,19.4,No Event,0
1575,T01575,2023-01-17 14:45:00,Tram,Station_39,Station_17,17,Fog,1.8,49.0,52.0,1.846108891549334,Concert,0
1576,T01576,2023-01-17 15:00:00,Tram,Station_22,Station_9,-2,Cloudy,0.10000000000000009,75.0,46.0,0.9128807571787307,Concert,0
1577,T01577,2023-01-17 15:15:00,Train,Station_4,Station_14,13,Snow,20.7,69.0,32.0,30.2,Sports,0
1578,T01578,2023-01-17 15:30:00,Train,Station_13,Station_49,23,Rain,22.3,33.0,2.0,5.1,Festival,0
1579,T01579,2023-01-17 15:45:00,Tram,Station_45,Station_29,11,Fog,3.0,49.0,25.0,2.9100420496074055,No Event,0
1580,T01580,2023-01-17 16:00:00,Metro,Station_42,Station_31,10,Snow,18.0,35.0,14.0,29.7,No Event,0
1581,T01581,2023-01-17 16:15:00,Train,Station_50,Station_4,0,Rain,-2.6,94.0,40.0,16.9,Concert,0
1582,T01582,2023-01-17 16:30:00,Bus,Station_49,Station_18,14,Snow,11.100000000000001,41.0,13.0,23.3,Sports,0
1583,T01583,2023-01-17 16:45:00,Metro,Station_20,Station_20,6,Rain,-8.7,68.0,22.0,5.9,No Event,0
1584,T01584,2023-01-17 17:00:00,Train,Station_13,Station_47,10,Snow,18.2,67.0,59.0,11.4,No Event,0
1585,T01585,2023-01-17 17:15:00,Train,Station_17,Station_43,-2,Fog,,47.0,53.0,5.086032291629085,No Event,0
1586,T01586,2023-01-17 17:30:00,Bus,Station_36,Station_44,7,Fog,17.2,76.0,55.0,6.055401559417182,Parade,0
1587,T01587,2023-01-17 17:45:00,Bus,Station_33,Station_9,13,Cloudy,22.2,60.0,7.0,-2.687567385995215,No Event,0
1588,T01588,2023-01-17 18:00:00,Tram,Station_1,Station_13,11,Storm,-8.3,68.0,74.0,21.9,No Event,1
1589,T01589,2023-01-17 18:15:00,Metro,Station_15,Station_15,19,Clear,11.2,67.0,35.0,-1.6300148411648974,No Event,1
1590,T01590,2023-01-17 18:30:00,Metro,Station_13,Station_27,-3,Fog,-3.3,76.0,,3.3320967634626273,Protest,1
1591,T01591,2023-01-17 18:45:00,Tram,Station_17,Station_15,9,Fog,22.3,99.0,51.0,-3.3543281443765913,Festival,1
1592,T01592,2023-01-17 19:00:00,Metro,Station_24,Station_28,21,Rain,2.3,37.0,5.0,22.5,Protest,0
1593,T01593,2023-01-17 19:15:00,Metro,Station_8,Station_37,8,Storm,,94.0,56.0,9.1,Festival,0
1594,T01594,2023-01-17 19:30:00,Metro,Station_50,Station_19,-13,Fog,32.3,42.0,27.0,4.877050988306625,No Event,0
1595,T01595,2023-01-17 19:45:00,Metro,Station_27,Station_26,-3,Snow,-2.8,78.0,49.0,13.6,No Event,0
1596,T01596,2023-01-17 20:00:00,Metro,Station_45,Station_26,3,Storm,-8.1,72.0,60.0,22.6,Sports,0
1597,T01597,2023-01-17 20:15:00,Bus,Station_23,Station_25,12,Clear,22.0,33.0,29.0,-0.5333798820555149,No Event,0
1598,T01598,2023-01-17 20:30:00,Metro,Station_46,Station_26,0,Snow,14.5,83.0,45.0,10.7,No Event,0
1599,T01599,2023-01-17 20:45:00,Bus,Station_8,Station_26,9,Rain,29.299999999999997,41.0,42.0,25.8,Protest,0
1600,T01600,2023-01-17 21:00:00,Metro,Station_8,Station_46,3,Cloudy,-0.7,,16.0,1.6206847915442828,Sports,0
1601,T01601,2023-01-17 21:15:00,Tram,Station_26,Station_28,27,Snow,-0.3000000000000007,79.0,8.0,24.0,Parade,0
1602,T01602,2023-01-17 21:30:00,Train,Station_47,Station_49,22,Clear,28.8,73.0,27.0,-0.43971052100025343,Parade,0
1603,T01603,2023-01-17 21:45:00,Bus,Station_13,Station_18,10,Snow,15.3,39.0,53.0,19.8,No Event,0
1604,T01604,2023-01-17 22:00:00,Metro,Station_39,Station_32,31,Storm,15.0,35.0,,31.2,Festival,0
1605,T01605,2023-01-17 22:15:00,Tram,Station_37,Station_3,7,Storm,0.7999999999999998,43.0,64.0,43.6,No Event,0
1606,T01606,2023-01-17 22:30:00,Train,Station_49,Station_2,-10,Clear,6.4,87.0,27.0,3.7669500389802195,Sports,0
1607,T01607,2023-01-17 22:45:00,Bus,Station_28,Station_33,16,Storm,-5.0,60.0,35.0,11.9,No Event,0
1608,T01608,2023-01-17 23:00:00,Train,Station_25,Station_42,-3,Snow,18.9,65.0,39.0,21.3,No Event,0
1609,T01609,2023-01-17 23:15:00,Tram,Station_16,Station_19,6,Cloudy,-2.1,64.0,59.0,,Festival,0
1610,T01610,2023-01-17 23:30:00,Bus,Station_2,Station_17,25,Snow,8.899999999999999,34.0,47.0,26.6,No Event,0
1611,T01611,2023-01-17 23:45:00,Train,Station_18,Station_44,2,Cloudy,17.4,59.0,43.0,-0.7170198151864922,Concert,0
1612,T01612,2023-01-18 00:00:00,Metro,Station_17,Station_33,-8,Storm,5.800000000000001,73.0,,9.2,No Event,0
1613,T01613,2023-01-18 00:15:00,Bus,Station_30,Station_12,29,Snow,-1.9000000000000004,80.0,59.0,12.7,No Event,0
1614,T01614,2023-01-18 00:30:00,Train,Station_39,Station_49,-1,Storm,16.7,47.0,88.0,27.8,No Event,0
1615,T01615,2023-01-18 00:45:00,Tram,Station_13,Station_3,8,Cloudy,7.5,68.0,4.0,1.2140152126854735,Concert,0
1616,T01616,2023-01-18 01:00:00,Tram,Station_32,Station_43,3,Storm,1.2000000000000002,71.0,21.0,30.4,No Event,0
1617,T01617,2023-01-18 01:15:00,Bus,Station_50,Station_49,15,Fog,11.0,83.0,13.0,6.111559742247699,No Event,0
1618,T01618,2023-01-18 01:30:00,Train,Station_29,Station_26,19,Rain,22.3,59.0,5.0,13.1,Sports,0
1619,T01619,2023-01-18 01:45:00,Bus,Station_46,Station_35,6,Snow,22.700000000000003,43.0,,24.4,No Event,0
1620,T01620,2023-01-18 02:00:00,Bus,Station_30,Station_8,-13,Fog,20.4,71.0,54.0,5.832940240870682,No Event,0
1621,T01621,2023-01-18 02:15:00,Train,Station_18,Station_36,8,Storm,21.3,34.0,74.0,29.7,Festival,0
1622,T01622,2023-01-18 02:30:00,Train,Station_13,Station_7,19,Storm,9.3,79.0,41.0,34.3,No Event,0
1623,T01623,2023-01-18 02:45:00,Metro,Station_43,Station_46,1,Rain,16.0,70.0,,11.4,No Event,0
1624,T01624,2023-01-18 03:00:00,Train,Station_21,Station_46,8,Storm,32.5,68.0,35.0,26.7,Sports,0
1625,T01625,2023-01-18 03:15:00,Tram,Station_30,Station_36,-9,Rain,6.5,86.0,30.0,7.1,Sports,0
1626,T01626,2023-01-18 03:30:00,Bus,Station_21,Station_16,5,Snow,-13.3,80.0,21.0,13.0,Sports,0
1627,T01627,2023-01-18 03:45:00,Bus,Station_48,Station_24,24,Cloudy,31.299999999999997,66.0,44.0,-0.18799948639332875,Parade,0
1628,T01628,2023-01-18 04:00:00,Tram,Station_17,Station_1,1,Rain,19.7,36.0,8.0,9.0,No Event,0
1629,T01629,2023-01-18 04:15:00,Train,Station_40,Station_49,14,Rain,4.9,34.0,58.0,6.8,Parade,0
1630,T01630,2023-01-18 04:30:00,Tram,Station_19,Station_25,12,Fog,34.3,80.0,15.0,7.137895642021515,Parade,0
1631,T01631,2023-01-18 04:45:00,Tram,Station_15,Station_10,22,Storm,1.8000000000000007,37.0,50.0,32.8,Festival,0
1632,T01632,2023-01-18 05:00:00,Metro,Station_9,Station_16,-6,Snow,-2.0999999999999996,81.0,33.0,17.7,No Event,0
1633,T01633,2023-01-18 05:15:00,Tram,Station_10,Station_16,23,Cloudy,16.4,40.0,44.0,7.393537514069807,Festival,0
1634,T01634,2023-01-18 05:30:00,Bus,Station_44,Station_8,27,Clear,6.0,51.0,12.0,3.3320832571037435,No Event,0
1635,T01635,2023-01-18 05:45:00,Tram,Station_31,Station_29,24,Rain,16.9,,18.0,16.4,Sports,0
1636,T01636,2023-01-18 06:00:00,Bus,Station_23,Station_39,28,Clear,1.1,89.0,11.0,-0.9563838657481718,No Event,0
1637,T01637,2023-01-18 06:15:00,Bus,Station_30,Station_28,-5,Storm,-6.7,44.0,65.0,21.8,Protest,0
1638,T01638,2023-01-18 06:30:00,Bus,Station_33,Station_6,29,Rain,13.399999999999999,67.0,9.0,8.0,Concert,0
1639,T01639,2023-01-18 06:45:00,Train,Station_9,Station_16,-1,Clear,17.2,30.0,15.0,-0.13451030902973615,No Event,0
1640,T01640,2023-01-18 07:00:00,Metro,Station_47,Station_20,1,Fog,-0.7,75.0,27.0,7.526314608307045,Festival,0
1641,T01641,2023-01-18 07:15:00,Bus,Station_1,Station_16,16,Clear,33.6,72.0,55.0,1.1430860496838564,No Event,0
1642,T01642,2023-01-18 07:30:00,Bus,Station_44,Station_7,23,Fog,17.9,51.0,18.0,3.224423813928647,Concert,0
1643,T01643,2023-01-18 07:45:00,Train,Station_35,Station_41,9,Cloudy,-2.0,32.0,39.0,,No Event,0
1644,T01644,2023-01-18 08:00:00,Bus,Station_11,Station_14,41,Storm,2.5,43.0,24.0,28.5,Festival,1
1645,T01645,2023-01-18 08:15:00,Tram,Station_34,Station_43,13,Snow,16.0,27.0,,14.1,No Event,1
1646,T01646,2023-01-18 08:30:00,Tram,Station_16,Station_26,16,Clear,15.9,90.0,29.0,,No Event,1
1647,T01647,2023-01-18 08:45:00,Metro,Station_9,Station_26,0,Rain,-1.5,61.0,38.0,16.4,No Event,1
1648,T01648,2023-01-18 09:00:00,Bus,Station_32,Station_14,7,Storm,-4.9,67.0,56.0,20.6,Sports,0
1649,T01649,2023-01-18 09:15:00,Train,Station_15,Station_7,8,Clear,12.2,75.0,45.0,2.5458987853788053,Concert,0
1650,T01650,2023-01-18 09:30:00,Tram,Station_12,Station_33,-14,Rain,5.5,71.0,26.0,26.3,No Event,0
1651,T01651,2023-01-18 09:45:00,Train,Station_33,Station_26,3,Rain,15.2,35.0,44.0,22.1,No Event,0
1652,T01652,2023-01-18 10:00:00,Train,Station_45,Station_45,-1,Snow,22.0,65.0,20.0,16.0,No Event,0
1653,T01653,2023-01-18 10:15:00,Tram,Station_14,Station_20,28,Snow,-7.1,48.0,36.0,23.5,Festival,0
1654,T01654,2023-01-18 10:30:00,Train,Station_8,Station_3,10,Rain,24.2,,8.0,31.6,Sports,0
1655,T01655,2023-01-18 10:45:00,Tram,Station_8,Station_4,0,Snow,20.8,66.0,34.0,19.5,No Event,0
1656,T01656,2023-01-18 11:00:00,Train,Station_27,Station_26,-4,Rain,26.1,86.0,41.0,11.2,No Event,0
1657,T01657,2023-01-18 11:15:00,Tram,Station_12,Station_11,-5,Clear,33.1,75.0,46.0,1.0489243528859045,No Event,0
1658,T01658,2023-01-18 11:30:00,Bus,Station_1,Station_2,14,Cloudy,24.7,77.0,51.0,1.4511137107694838,Festival,0
1659,T01659,2023-01-18 11:45:00,Metro,Station_43,Station_14,3,Snow,7.699999999999999,88.0,20.0,20.4,No Event,0
1660,T01660,2023-01-18 12:00:00,Tram,Station_40,Station_44,22,Fog,11.4,68.0,16.0,7.9130594839392945,Sports,0
1661,T01661,2023-01-18 12:15:00,Tram,Station_42,Station_30,-9,Fog,14.7,39.0,54.0,3.5399615925308767,No Event,0
1662,T01662,2023-01-18 12:30:00,Metro,Station_11,Station_49,14,Fog,29.9,99.0,23.0,9.099893181574423,No Event,0
1663,T01663,2023-01-18 12:45:00,Tram,Station_39,Station_12,2,Cloudy,5.1,94.0,30.0,1.351312546208074,No Event,0
1664,T01664,2023-01-18 13:00:00,Tram,Station_43,Station_26,-5,Rain,,88.0,5.0,23.4,Festival,0
1665,T01665,2023-01-18 13:15:00,Train,Station_31,Station_44,8,Rain,-5.4,65.0,56.0,19.4,Festival,0
1666,T01666,2023-01-18 13:30:00,Metro,Station_17,Station_33,17,Storm,22.1,56.0,61.0,20.5,No Event,0
1667,T01667,2023-01-18 13:45:00,Bus,Station_33,Station_13,20,Fog,25.5,84.0,49.0,1.435551788378243,No Event,0
1668,T01668,2023-01-18 14:00:00,Tram,Station_32,Station_14,-1,Fog,14.9,99.0,36.0,7.04655041183032,No Event,0
1669,T01669,2023-01-18 14:15:00,Metro,Station_29,Station_24,1,Rain,1.0,82.0,12.0,30.0,Sports,0
1670,T01670,2023-01-18 14:30:00,Train,Station_21,Station_34,4,Fog,22.1,89.0,24.0,-3.8292504082089636,Concert,0
1671,T01671,2023-01-18 14:45:00,Bus,Station_21,Station_44,13,Rain,-7.5,90.0,31.0,20.3,No Event,0
1672,T01672,2023-01-18 15:00:00,Metro,Station_40,Station_26,-10,Rain,13.7,65.0,58.0,,No Event,0
1673,T01673,2023-01-18 15:15:00,Bus,Station_23,Station_21,18,Snow,0.9000000000000004,51.0,0.0,18.0,Protest,0
1674,T01674,2023-01-18 15:30:00,Bus,Station_6,Station_28,15,Rain,29.1,70.0,48.0,19.8,Concert,0
1675,T01675,2023-01-18 15:45:00,Bus,Station_22,Station_48,5,Clear,15.3,57.0,57.0,1.365976755710159,No Event,0
1676,T01676,2023-01-18 16:00:00,Tram,Station_50,Station_36,20,Clear,17.1,45.0,34.0,-0.012171879043521239,Concert,0
1677,T01677,2023-01-18 16:15:00,Tram,Station_38,Station_40,-6,Clear,23.5,64.0,57.0,3.706525400541606,Protest,0
1678,T01678,2023-01-18 16:30:00,Train,Station_37,Station_2,-12,Clear,14.4,65.0,18.0,-0.9211913829231255,No Event,0
1679,T01679,2023-01-18 16:45:00,Train,Station_45,Station_42,15,Cloudy,1.0,85.0,52.0,4.7047653099044755,No Event,0
1680,T01680,2023-01-18 17:00:00,Metro,Station_8,Station_9,20,Storm,12.5,48.0,77.0,12.1,No Event,0
1681,T01681,2023-01-18 17:15:00,Train,Station_41,Station_23,-3,Storm,25.799999999999997,86.0,85.0,13.5,Concert,0
1682,T01682,2023-01-18 17:30:00,Bus,Station_49,Station_15,5,Rain,6.4,62.0,11.0,13.2,Concert,0
1683,T01683,2023-01-18 17:45:00,Bus,Station_35,Station_13,25,Fog,22.2,52.0,39.0,2.8912880661794573,Parade,0
1684,T01684,2023-01-18 18:00:00,Tram,Station_11,Station_23,13,Clear,34.1,92.0,39.0,-0.3550370909762979,No Event,1
1685,T01685,2023-01-18 18:15:00,Bus,Station_24,Station_17,41,Storm,20.2,99.0,62.0,33.6,Concert,1
1686,T01686,2023-01-18 18:30:00,Metro,Station_49,Station_48,23,Storm,12.399999999999999,51.0,63.0,39.4,No Event,1
1687,T01687,2023-01-18 18:45:00,Bus,Station_21,Station_2,27,Clear,24.4,96.0,19.0,3.034567873824398,No Event,1
1688,T01688,2023-01-18 19:00:00,Bus,Station_2,Station_20,-19,Cloudy,28.5,88.0,32.0,-0.196308228682057,Concert,0
1689,T01689,2023-01-18 19:15:00,Metro,Station_40,Station_20,6,Cloudy,31.4,54.0,28.0,2.0528491004447806,Festival,0
1690,T01690,2023-01-18 19:30:00,Train,Station_19,Station_46,15,Storm,28.799999999999997,46.0,38.0,25.5,No Event,0
1691,T01691,2023-01-18 19:45:00,Train,Station_39,Station_3,16,Cloudy,16.0,68.0,13.0,3.5484762055478933,Parade,0
1692,T01692,2023-01-18 20:00:00,Metro,Station_28,Station_12,17,Snow,-0.5999999999999996,,6.0,20.5,No Event,0
1693,T01693,2023-01-18 20:15:00,Tram,Station_17,Station_40,-8,Clear,0.3,53.0,5.0,3.5313190367154164,No Event,0
1694,T01694,2023-01-18 20:30:00,Bus,Station_6,Station_2,-8,Storm,3.4000000000000004,67.0,45.0,17.2,No Event,0
1695,T01695,2023-01-18 20:45:00,Metro,Station_19,Station_36,8,Clear,32.7,86.0,35.0,1.4835625305544038,Concert,0
1696,T01696,2023-01-18 21:00:00,Bus,Station_38,Station_14,15,Cloudy,27.6,73.0,,4.496182886160645,No Event,0
1697,T01697,2023-01-18 21:15:00,Tram,Station_28,Station_16,12,Clear,15.9,65.0,,0.47569305489361735,No Event,0
1698,T01698,2023-01-18 21:30:00,Bus,Station_2,Station_19,-10,Cloudy,12.5,99.0,53.0,2.8815782282029936,No Event,0
1699,T01699,2023-01-18 21:45:00,Metro,Station_38,Station_34,-7,Cloudy,2.4000000000000004,74.0,18.0,8.232075327525127,Concert,0
1700,T01700,2023-01-18 22:00:00,Bus,Station_37,Station_44,11,Clear,13.2,55.0,24.0,0.2625426640202292,No Event,0
1701,T01701,2023-01-18 22:15:00,Train,Station_4,Station_46,-11,Cloudy,20.6,40.0,2.0,0.38376331973303657,No Event,0
1702,T01702,2023-01-18 22:30:00,Tram,Station_22,Station_6,14,Snow,2.0999999999999996,74.0,35.0,18.3,Festival,0
1703,T01703,2023-01-18 22:45:00,Tram,Station_26,Station_13,31,Rain,-2.5,54.0,44.0,14.2,Concert,0
1704,T01704,2023-01-18 23:00:00,Tram,Station_49,Station_36,18,Clear,16.6,60.0,52.0,2.3543515582669587,No Event,0
1705,T01705,2023-01-18 23:15:00,Metro,Station_43,Station_22,1,Rain,0.0,74.0,58.0,21.1,No Event,0
1706,T01706,2023-01-18 23:30:00,Tram,Station_36,Station_18,22,Clear,34.0,96.0,33.0,-3.202675434261275,Sports,0
1707,T01707,2023-01-18 23:45:00,Train,Station_13,Station_12,9,Cloudy,5.6,69.0,10.0,3.011447302457184,No Event,0
1708,T01708,2023-01-19 00:00:00,Metro,Station_32,Station_30,-3,Cloudy,30.4,75.0,47.0,4.705988776722535,Sports,0
1709,T01709,2023-01-19 00:15:00,Train,Station_17,Station_40,9,Storm,-3.0,83.0,69.0,29.5,No Event,0
1710,T01710,2023-01-19 00:30:00,Bus,Station_41,Station_7,13,Snow,-9.4,66.0,46.0,24.6,No Event,0
1711,T01711,2023-01-19 00:45:00,Bus,Station_36,Station_32,10,Storm,13.7,67.0,55.0,31.8,No Event,0
1712,T01712,2023-01-19 01:00:00,Bus,Station_46,Station_48,19,Rain,,65.0,41.0,24.7,Parade,0
1713,T01713,2023-01-19 01:15:00,Bus,Station_19,Station_19,11,Cloudy,16.7,,1.0,1.8513825502643995,Festival,0
1714,T01714,2023-01-19 01:30:00,Train,Station_35,Station_6,10,Storm,-0.7999999999999998,86.0,30.0,7.8,Festival,0
1715,T01715,2023-01-19 01:45:00,Metro,Station_46,Station_20,17,Cloudy,-5.5,95.0,45.0,7.396620542072233,No Event,0
1716,T01716,2023-01-19 02:00:00,Metro,Station_40,Station_27,19,Clear,19.7,59.0,1.0,2.2062731598982586,Protest,0
1717,T01717,2023-01-19 02:15:00,Tram,Station_28,Station_43,22,Storm,-5.8,39.0,,23.2,No Event,0
1718,T01718,2023-01-19 02:30:00,Train,Station_1,Station_37,16,Rain,1.6999999999999993,90.0,16.0,17.2,Sports,0
1719,T01719,2023-01-19 02:45:00,Bus,Station_42,Station_48,23,Storm,15.0,92.0,62.0,33.1,No Event,0
1720,T01720,2023-01-19 03:00:00,Train,Station_18,Station_7,-3,Cloudy,-5.1,65.0,57.0,5.802834838258052,Sports,0
1721,T01721,2023-01-19 03:15:00,Tram,Station_48,Station_5,19,Fog,0.1,83.0,47.0,2.4181193755030956,Festival,0
1722,T01722,2023-01-19 03:30:00,Tram,Station_40,Station_11,19,Fog,-2.5,94.0,13.0,2.003244139692225,No Event,0
